feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target_1,target_2
0.23721746350738024,1.0363295136464485,-0.5323894876250885,-1.533744186245109,0.44067134510785577,0.9501285656361032,-1.0046012938335784,-1.2884067663893322,-0.48500365092324504,-0.5306914562518005,0.7162733139452596,-1.0222848332612957,1.0960843125344248,-0.6850865405816902,-1.0978701604937233,-0.2597324624357351,0.21777349161023957,-0.1332030540268518,-0.5049643284723812,-0.4207743974114896,-185.11286527899256,-38.935441379939405
0.331478890355638,-0.6062139656875645,-1.8108263110123812,1.6929430563901033,0.845994697002057,-0.25776408065539436,1.0434248357797438,-1.4008440941878102,0.8925312852672523,1.0931238950320985,-0.4964174645903052,-0.4132021391687534,1.3187309666854945,-0.15800346019123918,-1.0823710528097974,-1.6516800572366188,0.11206450586848847,0.9177865478859374,1.0843758230750817,0.9644221527310249,59.598201164022626,-164.45351566694276
-2.2861725745615633,0.33638487235154646,-0.22214253311014415,0.2759745960626309,1.5946672763220564,-0.9648320168711951,-2.5165902840792302,-1.9630358961068253,-1.1031408489585715,-0.7413433892546563,1.9248278197142006,0.06106728943239971,-0.8963457720237225,0.5080375022632947,-0.05992475395702885,0.012597349848623918,0.7685860226851207,0.0023785447368793286,0.2666742278616078,1.4162221704473603,-283.3583278830999,-81.95331037128373
0.5716007290906205,-0.9529341031010992,1.135236658058922,-1.6445617547813574,0.6839815303310727,-1.875331438992028,0.6597253944727054,1.380425333639388,-2.329483616499103,-0.008463022104565659,-0.9864463928662687,1.0073799171621451,-0.7519292437838344,0.10119979168073098,-2.079736347423743,-1.6949564891201558,-1.5389686553891124,0.15887851205206216,1.0866957812296847,0.21868788409407494,-453.11075280573993,-498.7640811968897
-0.24494310085214083,0.7658318527183067,-0.19377534151054182,1.5416907299861786,0.4225820497112258,0.5008292072009104,-1.7608896789607422,-2.8034758626516982,0.437787330951918,-0.7271979217627673,-0.8289527876997648,1.1605993099701049,0.8380413453517325,-0.5735608475316758,-0.48654211229971644,-0.16589945798877606,-2.48735281663782,0.23177922135065387,-0.5692471952711624,-1.2078132639551609,-217.39851228743976,-88.24856238951705
-1.4545467536766796,-0.6190618907429688,-0.15620442442397992,-0.510908228938044,-0.7650171136834696,-1.838408457305089,1.7801344836031945,2.1393318395350716,-0.5759543487461689,-0.6398949195690853,1.4359977969971383,-0.5965742708950229,1.5670955068376922,0.16790705256627103,-0.6134624834675315,1.0038062474810323,0.10251952694573999,-0.43637642545359223,-2.3144161131002234,-0.5727402812967313,-13.564327491762135,-96.7599811764451
-0.24072273809091319,-0.5289130816717288,-1.8032330383727435,2.024054025453434,0.4107366236995442,1.4920247277950283,0.45802973842529465,-0.8003180534951071,1.4784449409390383,-1.0908539577861551,0.5441864585048388,0.29747540401987055,0.017339002987334044,0.13566379988617974,-0.1572516461569387,1.1181930846097676,-0.3284552713600568,0.22037500917966227,0.5541753755254085,0.007545216369051083,241.31177421245542,149.8072183621931
0.06507700715180645,1.3897868799848074,-0.8958487570827735,-0.8464502082922226,0.24911167400019527,1.1871592688207948,0.4969340338952895,0.1774455408234915,0.8131085767206767,0.44138986289570603,0.22370661248893378,-1.7693220748422047,0.1595551848319041,0.4241402301727066,-0.9921425119261592,0.06756397140334149,0.7647310769355431,-0.49681888729654167,1.0629126051318258,0.2544367139238842,185.2163217273082,118.42561641785815
2.247614325963598,1.0621196705717673,0.5179987501371177,-0.4423526667629312,0.1881889839856955,-0.0455958800718649,-0.36517425242008505,-0.15315655215910698,-1.7321824752365904,0.790096909961372,-1.071555530958874,0.539179288052745,-1.035393925196816,0.21540752575171418,1.4829650616147223,0.06401657870416723,1.0930673922091574,1.8341551863794119,0.20247874924965192,-1.3087333559360004,202.38167541270747,337.11078233782206
-1.2965453033450975,-1.5390310842565136,-0.1823577808701656,0.03153420656441203,-0.6737809312417953,-0.7160637244831408,1.3149400606417616,1.0841416431539457,0.3942348485292806,-1.2620828700357536,0.4168943124990408,-0.45410524853718814,1.640422192366467,1.3728256349788586,-1.866178474158668,-0.10733491336620908,0.980481092286549,0.15170471498091492,-3.164834967586052,-0.16480880640742732,-139.0222429580526,-316.85507364693507
-2.0297669902025253,-0.19415079827752188,0.35525689629104157,0.4000314844166752,-0.14808381729606884,-0.8312625735261664,-1.1250894983244615,-0.7451162004198211,0.9017053432814051,-0.256730254702913,-1.6561321611132624,-1.3764998868804381,-0.9495099483056839,-0.5265553786445419,0.054792709380729075,0.34566401584407974,0.7649158762461022,-0.01593801437836758,0.7730172433525295,1.3764427386531337,-413.12685756873896,-385.8944209907029
-0.010696065293187725,0.5746293311589034,-0.21552001699448167,0.440578043923679,0.3017751673396431,-0.6206992269158913,0.4957701705853919,-0.25378630099026483,-1.011050488162402,1.2761454678347472,-0.4067389108725448,0.27787974547307603,-1.4124213367193708,-0.3197825304739311,-0.25933396502744543,0.8779460062938688,-0.48745951159313267,0.7340557259088165,1.1780316385145853,0.9371889407920359,144.9117670614428,39.92547171223064
-0.6898547111272137,0.47709309316476667,0.9638611776502723,0.10650334651638167,-0.26263005206822876,-2.0508292860924526,1.8885533750978498,-0.8041462799131149,-2.970239434969537,0.24876332054050646,0.3967001915655565,0.501021750506235,-1.0995032831565057,2.1247383560879323,0.29961619326052846,1.764678025695653,-1.007226658069283,1.1758018778338077,-0.14754947427720438,-0.6217765151262082,370.2504230640798,252.03804833639975
-1.8445140779710392,-0.6114845169410844,-0.054070460947300496,-1.973263541976277,-0.8748994766964523,-0.7268324429884018,-1.2213387526416848,0.22497781347006088,-0.2798491031858981,1.9318993329186893,1.3787424387815523,-0.7110533470479223,0.7464363731206881,0.7374920712162719,0.21477387154183658,-0.5384732422868101,0.46467174372758374,-0.09431127761803998,0.770837378855726,0.8554377602680548,-113.2437347995618,-181.7817891485226
0.32439740734078637,0.04278568753008666,-0.0770750184649453,1.6131548120475052,-1.5526676846328238,0.5004910016584628,-0.28000089066096423,-0.588101860298765,1.4639687604713598,-0.002129665622374135,-0.5607114053295187,-0.7347573949058563,1.434416560581461,-1.4129033803991535,0.259958126475354,0.48151190823692575,-0.791291198505254,0.21264868844414936,-0.14371887021946045,-0.34704056412000034,10.019557133007202,17.650550154234047
0.282165880627353,-0.649172600240008,-0.11191318800888847,0.5909970476810817,0.819663583118956,0.5862215560623397,-0.7754844174940511,0.20117068984280306,-0.5199148842459262,1.5203306331717295,-0.8394578606354396,-1.9130075224212333,-0.0464534058345895,0.5226497185800897,0.2598395051030768,1.0067539395614629,0.9007570730525939,0.22954299498816322,1.1787954112629937,-1.5527689093824935,168.87854587726696,25.46267993603435
0.05988557588111862,0.6470772417944259,-0.7067021313216528,-0.7063268031258118,-1.5625103400956384,-0.5937101257920613,0.057062814606234996,-0.7653464517854321,2.041826733445363,1.2648816457880698,0.19457858919543136,-2.1279614658237636,-0.526409378004991,0.08738475222415387,-0.9022449003882079,0.48125086798528305,-0.7348184660674295,-2.173771529654969,-0.05331229814353255,-0.417507414054906,60.07191973234333,-8.657894673581945
0.44151650902832024,-0.3392190830164175,0.11968179497571561,-0.01794511958860798,-1.7329087088248891,-0.38852435700398097,1.1882754971796452,-1.7411490152689282,1.2264740325242163,-1.5481627462421053,0.8659625169449364,0.7244923584442773,-0.27306425331375167,-0.2250242416864341,-1.06387378540562,0.3854485829095508,-0.37422144343613134,0.17145942275527717,-3.0416675465112455,1.2104292684981086,-33.34352886387753,-10.06676108566005
0.8387875564671083,-2.3121441846003106,1.607660124162904,1.588692468396558,-1.383669327181173,1.0194820511008915,1.3091041357014936,-0.25592371199002106,0.9634412555587923,0.29390494614751855,-0.9047034686209534,-0.8363654483910625,0.6467546878830166,0.6843398621901986,0.2378403205409082,-0.30302528977554816,-0.766295241153383,0.9171055122261097,-0.7395357064351222,-1.3881734682203717,236.09138530802414,-41.22314722384832
